recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
Cheddar Pear Pie,20 mins,45 mins,1 hrs 5 mins,6,1 to 9 - inch pie,"½ cup all-purpose flour, ½ cup brown sugar, ½ cup shredded Cheddar cheese, ¼ cup butter","Preheat the oven to 400 degrees F (200 degrees C).
Combine the flour, 1/2 cup brown sugar, and Cheddar cheese. Cut in the butter until the mixture resembles coarse crumbs.
Toss the sliced pears with the lemon juice. Combine the 1/2 cup brown sugar, cornstarch, and cinnamon in a separate bowl. Add the sugar mixture to the pears and toss to coat.
Transfer the pears to the pie crust and top with the crumble mixture. Bake in the preheated oven until the top is golden brown, about 45 minutes.",4.7,https://www.allrecipes.com/recipe/176269/cheddar-pear-pie/,/Desserts/Pies/Vintage Pie Recipes/,"Total Fat 21g 27%, Saturated Fat 9g 47%, Cholesterol 30mg 10%, Sodium 281mg 12%, Total Carbohydrate 87g 32%, Dietary Fiber 7g 24%, Total Sugars 52g, Protein 6g, Vitamin C 8mg 41%, Calcium 123mg 9%, Iron 2mg 11%, Potassium 291mg 6%","Prep Time: 20 mins, Cook Time: 45 mins, Total Time: 1 hrs 5 mins, Servings: 6, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/pbBYeErgvZq227MquoW3h3YeKU8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4002821-12cf8e65840a408594f3695f63449aa4.jpg
Hasselback Pear Tart,20 mins,35 mins,1 hrs 15 mins,8,1 10-inch square tart pan,"1 sheet frozen puff pastry - thawed, unfolded, and lightly rolled, 2 Bartlett pears, halved and cored, 2 d'Anjou pears, halved and cored, 1 red pear, halved and cored, 2 tablespoons white sugar, ½ lemon, juiced, ½ (8 ounce) package cream cheese, softened, ½ cup confectioners' sugar, ½ teaspoon vanilla extract, 1 tablespoon turbinado sugar","Preheat oven to 400 degrees F (200 degrees C). Fit puff pastry into a 10-inch square tart pan with removable sides.
Place a pear half, cut-side down, onto a work surface. Place a chopstick above and below the pear half, so the pear is framed on the top and bottom. Thinly slice the pear half lengthwise, stopping when the knife hits the chopstick and leaving the bottom 1/4 inch of the pear intact. Repeat with the remaining pear halves.
Place hasselbacked pears in a bowl; add white sugar and lemon juice and gently toss to coat. Let hasselbacked pears stand for 5 minutes.
Mix cream cheese, confectioners' sugar, and vanilla extract together in a bowl; spread over puff pastry. Arrange hasselbacked pears over cream cheese layer, cutting some of the halves into quarters if needed to fit them in. Slightly fan out each pear and drizzle any accumulated juices from the pear bowl over pears. Sprinkle turbinado sugar over tart.
Bake in the preheated oven until crust is puffed and lightly browned and juices are bubbling, about 35 minutes. Cool tart for 15 minutes before slicing.",4.6,https://www.allrecipes.com/recipe/255904/hasselback-pear-tart/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 17g 21%, Saturated Fat 6g 30%, Cholesterol 15mg 5%, Sodium 118mg 5%, Total Carbohydrate 43g 16%, Dietary Fiber 4g 14%, Total Sugars 23g, Protein 4g, Vitamin C 10mg 49%, Calcium 29mg 2%, Iron 1mg 7%, Potassium 175mg 4%","Prep Time: 20 mins, Cook Time: 35 mins, Additional Time: 20 mins, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 10-inch square tart pan",https://www.allrecipes.com/thmb/ftrWYczkvsBmlJAirUZ-6RzHSG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4059860-05ea871c1a9149868457d90bc9e2d487.jpg
Scandinavian Pear Tart,25 mins,25 mins,3 hrs 50 mins,8,1 9-inch tart," cooking spray, ½ cup white sugar, 3 tablespoons butter, softened, ¾ cup all-purpose flour, ⅓ cup finely chopped almonds","Preheat the oven to 425 degrees F (220 degrees C). Coat a 9-inch fluted tart pan with a removable bottom with cooking spray.
Beat sugar and butter together in a small bowl until crumbly. Beat in flour and almonds. Press over the bottom and up the sides of the prepared tart pan.
Beat cream cheese in another small bowl until smooth. Beat in sugar, egg, and vanilla extract. Spread over the crust. Arrange pear slices over the cream cheese layer.
Combine sugar, cardamom, and cinnamon in a small bowl. Sprinkle over the pears.
Bake in the preheated oven for 10 minutes. Reduce oven temperature to 350 degrees F (175 degrees C). Continue baking until filling is set and an instant-read thermometer inserted into the center reads 160 degrees F (71 degrees C), 15 to 20 minutes.
Cool tart on a wire rack for 1 hour. Refrigerate for at least 2 hours before slicing.",5.0,https://www.allrecipes.com/recipe/276769/scandinavian-pear-tart/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 17g 22%, Saturated Fat 9g 46%, Cholesterol 63mg 21%, Sodium 124mg 5%, Total Carbohydrate 38g 14%, Dietary Fiber 2g 6%, Total Sugars 26g, Protein 5g, Vitamin C 1mg 5%, Calcium 45mg 3%, Iron 1mg 7%, Potassium 137mg 3%","Prep Time: 25 mins, Cook Time: 25 mins, Additional Time: 3 hrs, Total Time: 3 hrs 50 mins, Servings: 8, Yield: 1 9-inch tart",https://www.allrecipes.com/thmb/jAN3oDk35AlEvxawtyqAR0azl8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7282942-aa6d9a57b7f64863985903e48ed74f83.jpg
Maple-Pear Tarte Tatin,15 mins,30 mins,50 mins,8,1 9-inch tart,"½ (17.3 ounce) package frozen puff pastry, thawed, ¼ cup butter, ⅓ cup brown sugar, ¼ teaspoon ground cinnamon, 1 pinch ground nutmeg, ¼ cup maple syrup, 4 firm pears - peeled, cored, and halved, or more as needed","Preheat oven to 375 degrees F (190 degrees C).
Roll puff pastry out on a lightly floured surface to 1/4-inch thickness; place in the refrigerator.
Melt butter in a 9-inch cast iron skillet over medium heat; stir in brown sugar, cinnamon, and nutmeg and cook and stir until sugar dissolves, about 5 minutes. Stir maple syrup into brown sugar mixture; cook, stirring, until mixture begins to bubble. Remove skillet from heat.
Place one pear half, cut side up, into the center of skillet. Cut remaining pear halves in half again; arrange pear quarters around the center pear, cut sides up.
Place skillet over medium-low heat; cook pears, basting with syrup mixture, until they begin to soften, about 5 minutes. Remove skillet from heat.
Remove puff pastry from refrigerator; place pastry over pears, tucking edges of pastry around pears inside skillet.
Bake in the preheated oven until pastry is puffed and golden, about 20 minutes; allow to cool for 5 minutes. Place a serving plate over skillet; invert to remove tart (skillet will still be hot). Serve warm.",4.4,https://www.allrecipes.com/recipe/245135/maple-pear-tarte-tatin/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 18g 23%, Saturated Fat 7g 33%, Cholesterol 15mg 5%, Sodium 122mg 5%, Total Carbohydrate 42g 15%, Dietary Fiber 3g 11%, Total Sugars 23g, Protein 3g, Vitamin C 4mg 18%, Calcium 27mg 2%, Iron 1mg 6%, Potassium 152mg 3%","Prep Time: 15 mins, Cook Time: 30 mins, Additional Time: 5 mins, Total Time: 50 mins, Servings: 8, Yield: 1 9-inch tart",https://www.allrecipes.com/thmb/kkhpD7E2QoJZCXCd4H_XhE1wPwU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2757284-c08ee9afe5d249b4a6301a0c8ea5b02e.jpg
Bartlett Pear Pie,20 mins,30 mins,1 hrs 50 mins,8,8 servings,"1 (9 inch) pie crust pastry, ½ cup unsalted butter, softened, ½ cup white sugar, ¼ cup brown sugar, 1 ½ tablespoons all-purpose flour, 1 teaspoon ground nutmeg, ½ teaspoon ground allspice, ¼ teaspoon salt, 1 pinch ground cinnamon, 2 eggs, 5 Bartlett pears, peeled and chopped","Preheat oven to 375 degrees F (190 degrees C). Press pie crust pastry into a 9-inch pie dish and refrigerate while preparing filling.
Beat butter, white sugar, brown sugar, flour, nutmeg, allspice, salt, and cinnamon together in a bowl using an electric mixer until smooth. Beat eggs, 1 at a time, into butter mixture until incorporated; fold in pears. Pour filling into chilled crust.
Bake in the preheated oven until filling is set in the middle, 30 to 35 minutes. Cool completely before serving, about 1 hour.",3.3,https://www.allrecipes.com/recipe/235661/bartlett-pear-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 21g 26%, Saturated Fat 10g 48%, Cholesterol 77mg 26%, Sodium 212mg 9%, Total Carbohydrate 47g 17%, Dietary Fiber 5g 16%, Total Sugars 30g, Protein 4g, Vitamin C 4mg 22%, Calcium 33mg 3%, Iron 1mg 7%, Potassium 176mg 4%","Prep Time: 20 mins, Cook Time: 30 mins, Additional Time: 1 hrs, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/TId2TwLzWsk9mLSb0gDtbmaRqtg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4483642-098a70f2451b46ee839a7d5e2bf8ed86.jpg
Autumn Spiced Apple and Pear Hand Pies,1 hrs,30 mins,1 hrs 50 mins,16,16 3-inch pies,"1 large Pink Lady apple - peeled, cored and diced, 1 large Bartlett pear - peeled, cored and diced, ¼ cup brown sugar, 1 tablespoon vanilla extract, 2 teaspoons cornstarch, 1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg, ¼ teaspoon ground cloves, 1 pinch salt, 1 egg, 1 tablespoon water, 1 recipe pastry for a 9-inch double crust pie, 2 tablespoons coarse granulated sugar, or as needed (Optional), ½ cup dark chocolate chips (Optional)","Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment paper.
Stir apple, pear, brown sugar, vanilla extract, cornstarch, cinnamon, nutmeg, cloves, and salt together in a bowl. Whisk egg and water together in a small bowl.
Roll pastry out on a lightly floured surface; cut into circles with a 3- to 4-inch round cookie cutter. Spoon a small amount of apple mixture onto center of each pastry circle; fold circles in half and press firmly to seal edges. Crimp with a fork, if desired. Place pies on prepared baking sheet.
Cut 3 small slits in top of each hand pie with a sharp knife. Brush surface of pies with egg mixture; sprinkle with decorating sugar.
Bake in the preheated oven until lightly golden, about 25 minutes; allow pies to cool to room temperature, about 20 minutes.
Melt chocolate chips in a microwave-safe glass or ceramic bowl in 15-second intervals, stirring after each melting, 1 to 2 minutes. Drizzle melted chocolate over pies.",4.0,https://www.allrecipes.com/recipe/244986/autumn-spiced-apple-and-pear-hand-pies/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 6g 7%, Saturated Fat 2g 10%, Cholesterol 12mg 4%, Sodium 75mg 3%, Total Carbohydrate 18g 7%, Dietary Fiber 1g 5%, Total Sugars 8g, Protein 2g, Vitamin C 1mg 6%, Calcium 11mg 1%, Iron 1mg 3%, Potassium 64mg 1%","Prep Time: 1 hrs, Cook Time: 30 mins, Additional Time: 20 mins, Total Time: 1 hrs 50 mins, Servings: 16, Yield: 16 3-inch pies",https://www.allrecipes.com/thmb/1D71LVaZANfmtHoKdbMS08_K1KE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4138565-8da5900b557e4b87b4fa5031027914fd.jpg
Pear Pie,15 mins,45 mins,1 hrs,8,1 9-inch pie,"1 (9 inch) unbaked pie crust, 3 cups sliced Bartlett pears, 1 cup sour cream, ½ cup white sugar, 2 tablespoons all-purpose flour, 1 egg, ½ teaspoon vanilla extract, ½ teaspoon salt","Preheat oven to 400 degrees F (200 degrees C). Press pie crust into a 9-inch pie dish.
Arrange pear slices in the pie crust. Stir sour cream, 1/2 cup sugar, 2 tablespoons flour, egg, vanilla extract, and salt together in a bowl; pour over pears.
Mix 1/2 cup flour, butter, 1/4 cup sugar, and cinnamon together in a bowl until topping resembles coarse crumbs.
Bake pie in the preheated oven for 35 minutes. Sprinkle topping onto pie and continue baking until topping is golden brown, about 10 more minutes.",4.8,https://www.allrecipes.com/recipe/234491/pear-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 26g 33%, Saturated Fat 13g 66%, Cholesterol 66mg 22%, Sodium 369mg 16%, Total Carbohydrate 48g 17%, Dietary Fiber 3g 11%, Total Sugars 25g, Protein 5g, Vitamin C 3mg 15%, Calcium 53mg 4%, Iron 1mg 7%, Potassium 154mg 3%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/1OpC8i9pAKJWprNyb2R8tJHEAZk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2597871-b7015a586c8346e0b291a65bf336549a.jpg
Pear Pie II,15 mins,50 mins,1 hrs 5 mins,6,1 to 9 - inch pie,"1 (9 inch) unbaked pie crust, 3 eggs, ⅓ cup all-purpose flour, 1 cup white sugar, 1 teaspoon almond extract, ¼ cup melted butter, 3 pears - peeled, cored and sliced","Preheat oven to 375 degrees F (190 degrees C.)
In a large bowl, combine eggs, flour, sugar, almond extract and melted butter. Pour into unbaked pie crust. Arrange sliced pears in spokes radiating from center.
Bake in the preheated oven for 15 minutes, then reduce temperature to 350 degrees F (175 degrees C) and bake for 25 to 35 minutes, or until custard is firm. Cool completely before serving.",4.4,https://www.allrecipes.com/recipe/23767/pear-pie-ii/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 20g 26%, Saturated Fat 8g 41%, Cholesterol 113mg 38%, Sodium 247mg 11%, Total Carbohydrate 69g 25%, Dietary Fiber 5g 16%, Total Sugars 44g, Protein 6g, Vitamin C 4mg 22%, Calcium 29mg 2%, Iron 2mg 10%, Potassium 187mg 4%","Prep Time: 15 mins, Cook Time: 50 mins, Total Time: 1 hrs 5 mins, Servings: 6, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/Pn5zAQLFhmsLBZBwh_9AW3JqsG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/481241-bdc084e3cab54ba18a80ae802608d015.jpg
Frangipane Pear Tart,30 mins,1 hrs 15 mins,2 hrs 15 mins,8,1 9-inch tart,"4 cups water, 1 cup white sugar, 2 tablespoons honey, 1 vanilla bean, split lengthwise, 1 cinnamon stick, 5 pods cardamom, crushed, 4 Conference pears - peeled, halved, and cored","Combine water, 1 cup white sugar, honey, vanilla bean, cinnamon stick, and cardamom in a large saucepan. Bring to a simmer over medium heat. Add pears; reduce heat and simmer until pears are translucent or easily pierced with a knife, about 10 minutes. Remove from heat and cool to room temperature.
Combine 1 1/2 cup flour, confectioners' sugar, and salt in a bowl. Cut in 1/2 cup plus 1 tablespoon butter until mixture is crumbly. Mix in egg yolk until dough sticks together in large clumps.
Grease a 9-inch tart pan with a removable bottom. Press dough evenly into the pan. Freeze for 30 minutes. Reserve leftover dough for patching cracks.
Preheat oven to 375 degrees F (190 degrees C).
Grease the shiny side of a piece of aluminum foil with butter; place butter-side down over the pastry. Transfer tart pan to a baking sheet.
Bake in the preheated oven, using leftover dough to patch any cracks, until dough looks dry and light brown, about 20 minutes. Peel off aluminum foil; let pastry cool.
Reduce oven temperature to 350 degrees F (175 degrees C).
Combine 2/3 cup white sugar and 1/3 cup butter in a large bowl; beat with an electric mixer until light and fluffy. Mix in ground almonds. Add egg, egg yolk, 2 teaspoons flour, and cornstarch; beat until frangipane is smooth. Beat in almond extract and vanilla extract.
Spread frangipane evenly over the pastry. Drain pear halves and dry with paper towels. Cut lengthwise into even slices. Place 1 pear half on a spatula and gently fan out slices. Place on frangipane. Repeat with remaining pear halves.
Bake in the preheated oven until frangipane is firm to the touch, 40 to 45 minutes. Cool on a wire rack.",4.7,https://www.allrecipes.com/recipe/256822/frangipane-pear-tart/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 24g 31%, Saturated Fat 14g 69%, Cholesterol 104mg 35%, Sodium 171mg 7%, Total Carbohydrate 94g 34%, Dietary Fiber 4g 15%, Total Sugars 66g, Protein 9g, Vitamin C 5mg 23%, Calcium 79mg 6%, Iron 2mg 13%, Potassium 330mg 7%","Prep Time: 30 mins, Cook Time: 1 hrs 15 mins, Additional Time: 30 mins, Total Time: 2 hrs 15 mins, Servings: 8, Yield: 1 9-inch tart",https://www.allrecipes.com/thmb/0RYtZ6H3YjGnxC3-naUAHG6zcSo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6332333-354566c466c3473b8cc2b46fbf1e18de.jpg
d'Anjou Pear and Almond Tarts,15 mins,45 mins,1 hrs,18,18 3-inch tarts,"18 (3 inch) unbaked tart shells, 7 tablespoons brown sugar, 2 tablespoons butter, melted, 1 teaspoon pear-flavored white balsamic vinegar, 1 teaspoon ground cinnamon, 3 large ripe d'Anjou pears - peeled, cored, and diced, 3 tablespoons chopped almonds","Preheat oven to 350 degrees F (175 degrees C). Place tart shells on a baking sheet.
Stir brown sugar, melted butter, balsamic vinegar, and cinnamon together in a bowl; stir in pears and chopped almonds until completely coated. Spoon pear mixture into tart shells.
Bake in the preheated oven until golden, about 45 minutes.",5.0,https://www.allrecipes.com/recipe/241123/danjou-pear-and-almond-tarts/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 8g 11%, Saturated Fat 2g 12%, Cholesterol 4mg 1%, Sodium 101mg 4%, Total Carbohydrate 30g 11%, Dietary Fiber 1g 5%, Total Sugars 14g, Protein 2g, Vitamin C 2mg 8%, Calcium 14mg 1%, Iron 1mg 4%, Potassium 57mg 1%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 18, Yield: 18 3-inch tarts",https://www.allrecipes.com/thmb/N-uoNEWcjOsrH-y2omC2Q4lRWu0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2144568-f4c929cac211468bae2bbe3865ebf6ba.jpg
Creamy Pear Pie,20 mins,55 mins,1 hrs 15 mins,8,1 to 9 - inch pie,"⅓ cup white sugar, 2 tablespoons all-purpose flour, 4 cups peeled and sliced pears, 1 cup sour cream, ½ teaspoon vanilla extract, ½ teaspoon lemon extract, ½ teaspoon almond extract, 1 (9 inch) unbaked pie shell","Preheat the oven to 400 degrees F (200 degrees C).
In a large bowl, stir together the white sugar and 2 tablespoons flour. Add pears, and toss to coat. Stir in the sour cream and vanilla, lemon and almond extracts until the pears are evenly coated. Pour into the unbaked pie shell.
In a small bowl, mix together 1/4 cup flour and brown sugar. Mix in the butter with your fingers until the mixture is crumbly. Sprinkle evenly over the top of the pie.
Bake for 10 minutes in the preheated oven, then reduce the temperature to 350 degrees F (175 degrees C). Bake for an additional 45 minutes, or until pears are tender.",4.4,https://www.allrecipes.com/recipe/47915/creamy-pear-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 17g 21%, Saturated Fat 7g 37%, Cholesterol 20mg 7%, Sodium 155mg 7%, Total Carbohydrate 40g 15%, Dietary Fiber 4g 13%, Total Sugars 20g, Protein 3g, Vitamin C 4mg 19%, Calcium 48mg 4%, Iron 1mg 6%, Potassium 166mg 4%","Prep Time: 20 mins, Cook Time: 55 mins, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/DXLdk0i5ifjWVGo5B6hAFI7o0QY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1088180-353550eaa56043299622e8d6c453efce.jpg
Jump Rope Pie,30 mins,50 mins,1 hrs 20 mins,8,1 9-inch pie,"1 recipe pastry for a double crust 9-inch pie, 1 cup white sugar, 3 tablespoons all-purpose flour, or more as needed, ½ teaspoon ground cinnamon, 1 pinch freshly grated nutmeg, 2 cups peeled, cored and sliced apples, 1 cup peeled, pitted and sliced peaches, 1 cup peeled, cored and sliced pears, 1 cup pitted and sliced plums, 1 teaspoon grated fresh ginger root, 1 tablespoon lemon juice","Preheat oven to 425 degrees F (220 degrees C). Line a 9-inch pie plate with pastry.
Whisk sugar, flour, cinnamon, and nutmeg together in a small bowl; sprinkle 1/4 cup of sugar mixture over pastry in pie plate.
Stir apples, peaches, pears, plums, and ginger together in a bowl; sprinkle with lemon juice and stir to distribute. Place fruit mixture in pie plate; sprinkle with remaining sugar mixture. Cover with pastry, pinch to seal top and bottom crusts together, and cut a few slits in top pastry with a sharp knife. Alternatively, cover with a lattice crust.
Bake in the preheated oven for 15 minutes; reduce temperature to 350 degrees F (180 degrees C) and continue baking until crust is golden and filling has thickened, about 35 minutes. Cool completely before serving.",3.8,https://www.allrecipes.com/recipe/245114/jump-rope-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 15g 19%, Saturated Fat 4g 19%, Sodium 235mg 10%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 12%, Total Sugars 33g, Protein 3g, Vitamin C 12mg 59%, Calcium 14mg 1%, Iron 2mg 8%, Potassium 128mg 3%","Prep Time: 30 mins, Cook Time: 50 mins, Total Time: 1 hrs 20 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/I2qSvHBzdYKRBGAcfawfYd5Bq70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2636699-be14b06a97ea47ae938245bb3788d70c.jpg
Dethbert's Pear Pie,30 mins,25 mins,55 mins,16,2 pies,"1 cup all-purpose flour, ½ cup white sugar, ½ teaspoon salt, 2 cups finely shredded mild Cheddar cheese, 1 cup butter, softened","Sift flour, sugar, and salt into a mixing bowl. Stir grated Cheddar cheese into the flour mixture using a fork. Stir in butter using a wide spoon until mixture becomes crumbly. Set topping mixture aside at room temperature.
Preheat the oven to 400 degrees F (200 degrees C). Place pie crusts in their tins onto a baking sheet to catch drips; place crusts 1 inch apart.
Sift sugar, cornstarch, and salt into a small bowl. Place pears in a large mixing bowl. When oven is hot, sprinkle sugar mixture over pears and stir to combine. Pour filling evenly into the 2 pie crusts. Divide topping mixture in half and add to the top of each pie in 4 to 6 dollops; use a wide knife to spread evenly.
Bake on the middle rack of the preheated oven for about 18 minutes; the pears will produce a lot of liquid and will bubble over. Check pies and cover with aluminum foil if crust or topping is getting dark. Bake about 7 minutes more.",2.0,https://www.allrecipes.com/recipe/268820/dethberts-pear-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 24g 31%, Saturated Fat 12g 61%, Cholesterol 45mg 15%, Sodium 397mg 17%, Total Carbohydrate 52g 19%, Dietary Fiber 5g 18%, Total Sugars 28g, Protein 6g, Vitamin C 6mg 28%, Calcium 121mg 9%, Iron 1mg 7%, Potassium 196mg 4%","Prep Time: 30 mins, Cook Time: 25 mins, Total Time: 55 mins, Servings: 16, Yield: 2 pies",https://www.allrecipes.com/thmb/aCnCUfJ4QNBHOM2m6j2t_laqRRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5968966-380a9ef7811649779e96fbbbd8e2d8a1.jpg
Plum Pie,30 mins,1 hrs,1 hrs 30 mins,8,1 pie,"3 cups all-purpose flour, ¾ cup white sugar, 2 ½ teaspoons baking powder, ⅛ teaspoon salt, ⅔ cup butter, 2 eggs, 1 teaspoon vanilla extract, 3 tablespoons milk, ½ teaspoon lemon zest, ½ cup all-purpose flour, ¼ cup packed brown sugar, ½ teaspoon ground cinnamon, ¼ teaspoon salt, ⅓ cup chopped hazelnuts, 1 teaspoon lemon zest, 3 tablespoons butter, 5 cups plums, pitted and sliced, 1 cup white sugar, ¼ cup all-purpose flour, 1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg","Preheat oven to 375 degrees F (190 degrees C).
To Make Crust: In a large bowl combine 3 cups flour, 3/4 cups white sugar, baking powder, and 1/8 teaspoon salt. Mix thoroughly, then cut in 2/3 cup butter or margarine with a pastry blender, until pieces are the size of small peas. Stir in eggs, vanilla extract, milk and lemon zest. Mix just until all ingredients are combined. Allow dough to rest in refrigerator.
To Make Streusel Topping: In a medium bowl mix 1/2 cup flour, brown sugar, 1/2 teaspoon cinnamon, 1/4 teaspoon salt, chopped nuts, and grated lemon zest. Work in butter or margarine with fingers until all ingredients are well combined. Set aside.
To Make Fruit Filling: Place pitted and sliced fruit in a large bowl. In a small bowl, mix remaining sugar, flour, cinnamon, and nutmeg until thoroughly combined. Pour over fruit and stir gently until all fruit is evenly coated.
Roll out pie crust and place in a 9 inch pie pan. Trim and flute edges, then pour in fruit filling. Evenly cover fruit with streusel topping and bake in preheated oven for 45 to 55 minutes. Serve warm, or at room temperature.",4.3,https://www.allrecipes.com/recipe/15834/plum-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 25g 32%, Saturated Fat 13g 67%, Cholesterol 99mg 33%, Sodium 424mg 18%, Total Carbohydrate 109g 40%, Dietary Fiber 4g 14%, Total Sugars 62g, Protein 10g, Vitamin C 11mg 53%, Calcium 136mg 10%, Iron 4mg 20%, Potassium 303mg 6%","Prep Time: 30 mins, Cook Time: 1 hrs, Total Time: 1 hrs 30 mins, Servings: 8, Yield: 1 pie",https://www.allrecipes.com/thmb/ZpNLKXg0brzWNb_1V9fHcrLPDxs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/709578-plum-pie-Addylin-4x3-1-9193a2bc5e0b40a08ca124840f9f70bb.jpg
Fuyu Persimmon Pie,20 mins,1 hrs 10 mins,3 hrs 30 mins,10,1 9-inch pie,"½ cup unsalted butter, 3 tablespoons all-purpose flour, ½ cup white sugar, ½ cup packed brown sugar, ¼ cup lemon juice, 1 teaspoon ground cinnamon, 1 (14.1 ounce) package 9-inch pie crusts, 3 pounds Fuyu persimmons - peeled, cored, and sliced, 1 tablespoon cinnamon sugar, or to taste","Preheat the oven to 425 degrees F (220 degrees C).
Melt butter in a saucepan. Stir in flour to form a paste. Add white sugar, brown sugar, lemon juice, and cinnamon; bring to a boil. Reduce heat and simmer until sugar is dissolved.
Line a 9-inch pie plate with 1 crust. Fill with sliced persimmons, mounding them slightly in the center. Pour sugar-butter mixture over the persimmons.
Sprinkle cinnamon sugar over the second pie crust. Cut into strips. Make an X with the 2 longest strips in the center of the pie. Alternate horizontal and vertical strips, weaving them in an over-and-under pattern. Use the shortest strips for the edges of the lattice.
Bake in the preheated oven for 15 minutes. Reduce oven temperature to 350 degrees F (175 degrees C). Continue baking until crust is golden brown, about 45 minutes more. Cool pie completely on a wire rack, about 2 hours.",4.8,https://www.allrecipes.com/recipe/268441/fuyu-persimmon-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 22g 28%, Saturated Fat 9g 45%, Cholesterol 24mg 8%, Sodium 199mg 9%, Total Carbohydrate 87g 32%, Dietary Fiber 4g 13%, Total Sugars 21g, Protein 4g, Vitamin C 93mg 464%, Calcium 55mg 4%, Iron 5mg 26%, Potassium 474mg 10%","Prep Time: 20 mins, Cook Time: 1 hrs 10 mins, Additional Time: 2 hrs, Total Time: 3 hrs 30 mins, Servings: 10, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/zgr0dp_79JlBNIiS-WW6eOG9NHc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9428298-05c1b85229454490b2224657aa97b4ce.jpg
